mass,x,y,z,vx,vy,vz
1.0,496.769456938052,56.74598358891082,0.0,-16.05018792032775,140.50762067490206,0.0
1.0,496.73370074358223,57.05813303627497,0.0,-16.13847711671768,140.4975072958705,0.0
1.0,496.69774840728786,57.37025995348602,0.0,-16.226759940617995,140.48733843955318,0.0
1.0,496.661599943365,57.68236421729656,0.0,-16.315036357169063,140.47711410996544,0.0
1.0,496.62525536608734,57.99444570446812,0.0,-16.403306331513782,140.4668343111445,0.0
1.0,496.5887146898061,58.30650429177123,0.0,-16.49156982879759,140.45649904714946,0.0
1.0,496.5519779289498,58.61853985598546,0.0,-16.57982681416849,140.44610832206132,0.0
1.0,496.5150450980244,58.930552273899465,0.0,-16.668077252777053,140.435662139983,0.0
1.0,496.4779162116134,59.242541422311035,0.0,-16.756321109776426,140.42516050503934,0.0
1.0,496.44059128437743,59.554507178027166,0.0,-16.84455835032237,140.41460342137702,0.0
1.0,496.40307033105495,59.86644941786408,0.0,-16.932788939573253,140.40399089316466,0.0
1.0,496.36535336646153,60.17836801864731,0.0,-17.02101284269007,140.39332292459275,0.0
1.0,496.3274404054902,60.49026285721167,0.0,-17.109230024836446,140.38259951987368,0.0
1.0,496.2893314631114,60.80213381040139,0.0,-17.19744045117867,140.3718206832417,0.0
1.0,496.2510265543729,61.113980755070145,0.0,-17.285644086885704,140.36098641895302,0.0
1.0,496.2125256943999,61.42580356808107,0.0,-17.37384089712918,140.35009673128567,0.0
1.0,496.1738288983951,61.737602126306825,0.0,-17.46203084708343,140.33915162453957,0.0
1.0,496.13493618163824,62.049376306629675,0.0,-17.550213901925495,140.32815110303656,0.0
1.0,496.09584755948674,62.361125985941456,0.0,-17.638390026835133,140.31709517112034,0.0
1.0,496.0565630473753,62.672851041143744,0.0,-17.726559186994848,140.3059838331565,0.0
1.0,496.0170826608158,62.98455134914778,0.0,-17.814721347589884,140.29481709353246,0.0
1.0,495.9774064153977,63.296226786874634,0.0,-17.90287647380826,140.2835949566576,0.0
1.0,495.93753432678756,63.607877231255145,0.0,-17.991024530840765,140.27231742696307,0.0
1.0,495.8974664107295,63.919502559230054,0.0,-18.07916548388098,140.260984508902,0.0
1.0,495.8572026830448,64.23110264774999,0.0,-18.16729929812529,140.24959620694935,0.0
1.0,495.81674315963227,64.54267737377559,0.0,-18.255425938772905,140.2381525256019,0.0
1.0,495.77608785646765,64.85422661427748,0.0,-18.34354537102587,140.22665346937833,0.0
1.0,495.7352367896044,65.16575024623634,0.0,-18.43165756008906,140.21509904281925,0.0
1.0,495.69418997517306,65.47724814664296,0.0,-18.519762471170218,140.20348925048705,0.0
1.0,495.6529474293814,65.78872019249835,0.0,-18.607860069479973,140.191824096966,0.0
1.0,495.6115091685148,66.10016626081362,0.0,-18.69595032023182,140.18010358686223,0.0
1.0,495.56987520893546,66.41158622861025,0.0,-18.784033188642177,140.16832772480376,0.0
1.0,495.52804556708327,66.72297997291996,0.0,-18.87210863993036,140.15649651544044,0.0
1.0,495.4860202594751,67.03434737078484,0.0,-18.96017663931863,140.14460996344397,0.0
1.0,495.44379930270526,67.34568829925738,0.0,-19.048237152032165,140.13266807350792,0.0
1.0,495.4013827134452,67.65700263540052,0.0,-19.13629014329913,140.12067085034766,0.0
1.0,495.35877050844374,67.96829025628772,0.0,-19.224335578350637,140.10861829870055,0.0
1.0,495.31596270452684,68.27955103900298,0.0,-19.312373422420794,140.0965104233256,0.0
1.0,495.27295931859766,68.59078486064088,0.0,-19.4004036407467,140.0843472290038,0.0
1.0,495.22976036763674,68.90199159830665,0.0,-19.48842619856846,140.07212872053796,0.0
1.0,495.18636586870167,69.21317112911625,0.0,-19.57644106112923,140.05985490275268,0.0
1.0,495.14277583892743,69.52432333019634,0.0,-19.66444819367517,140.04752578049448,0.0
1.0,495.098990295526,69.8354480786844,0.0,-19.752447561455515,140.03514135863165,0.0
1.0,495.05500925578684,70.1465452517287,0.0,-19.84043912972255,140.02270164205436,0.0
1.0,495.0108327370763,70.45761472648847,0.0,-19.92842286373166,140.0102066356746,0.0
1.0,494.9664607568381,70.76865638013382,0.0,-20.016398728741304,139.99765634442616,0.0
1.0,494.92189333259313,71.0796700898459,0.0,-20.104366690013062,139.9850507732647,0.0
1.0,494.8771304819394,71.39065573281685,0.0,-20.19232671281163,139.9723899271677,0.0
1.0,494.83217222255206,71.7016131862499,0.0,-20.280278762404834,139.95967381113445,0.0
1.0,494.7870185721835,72.01254232735943,0.0,-20.368222804063656,139.94690243018607,0.0
1.0,494.74166954866325,72.32344303337095,0.0,-20.456158803062227,139.93407578936555,0.0
1.0,494.69612516989804,72.63431518152126,0.0,-20.54408672467787,139.9211938937376,0.0
1.0,494.6503854538716,72.94515864905841,0.0,-20.6320065341911,139.90825674838888,0.0
1.0,494.6044504186448,73.25597331324177,0.0,-20.719918196885605,139.8952643584277,0.0
1.0,494.5583200823557,73.56675905134209,0.0,-20.807821678048327,139.88221672898433,0.0
1.0,494.51199446321954,73.87751574064154,0.0,-20.895716942969415,139.8691138652108,0.0
1.0,494.4654735795286,74.18824325843376,0.0,-20.98360395694227,139.85595577228094,0.0
1.0,494.4187574496522,74.49894148202391,0.0,-21.071482685263554,139.84274245539038,0.0
1.0,494.37184609203683,74.80961028872872,0.0,-21.159353093233197,139.82947391975657,0.0
1.0,494.32473952520604,75.12024955587651,0.0,-21.247215146154407,139.81615017061878,0.0
1.0,494.2774377677606,75.43085916080733,0.0,-21.33506880933371,139.80277121323812,0.0
1.0,494.2299408383781,75.74143898087286,0.0,-21.422914048080923,139.78933705289737,0.0
1.0,494.18224875581336,76.05198889343659,0.0,-21.510750827709206,139.77584769490116,0.0
1.0,494.13436153889825,76.36250877587382,0.0,-21.59857911353505,139.76230314457604,0.0
1.0,494.08627920654163,76.67299850557167,0.0,-21.686398870878303,139.7487034072702,0.0
1.0,494.03800177772945,76.98345795992924,0.0,-21.774210065062185,139.73504848835364,0.0
1.0,493.9895292715247,77.29388701635747,0.0,-21.862012661413285,139.72133839321828,0.0
1.0,493.9408617070674,77.60428555227942,0.0,-21.9498066252616,139.7075731272776,0.0
1.0,493.8919991035745,77.91465344513017,0.0,-22.037591921940535,139.6937526959671,0.0
1.0,493.8429414803402,78.22499057235682,0.0,-22.125368516786903,139.67987710474398,0.0
1.0,493.79368885673534,78.53529681141876,0.0,-22.21313637514098,139.6659463590871,0.0
1.0,493.7442412522081,78.8455720397874,0.0,-22.300895462346446,139.65196046449722,0.0
1.0,493.69459868628354,79.15581613494656,0.0,-22.388645743750498,139.63791942649692,0.0
1.0,493.64476117856356,79.46602897439226,0.0,-22.47638718470377,139.6238232506304,0.0
1.0,493.5947287487272,79.77621043563289,0.0,-22.564119750560415,139.60967194246382,0.0
1.0,493.5445014165305,80.08636039618925,0.0,-22.65184340667807,139.59546550758495,0.0
1.0,493.4940792018063,80.3964787335945,0.0,-22.739558118417897,139.58120395160338,0.0
1.0,493.4434621244645,80.7065653253944,0.0,-22.827263851144586,139.56688728015047,0.0
1.0,493.39265020449193,81.01662004914716,0.0,-22.914960570226388,139.5525154988794,0.0
1.0,493.3416434619523,81.32664278242362,0.0,-23.002648241035093,139.538088613465,0.0
1.0,493.29044191698637,81.6366334028072,0.0,-23.090326828946075,139.52360662960393,0.0
1.0,493.2390455898116,81.94659178789406,0.0,-23.177996299338297,139.5090695530146,0.0
1.0,493.18745450072265,82.25651781529305,0.0,-23.26565661759431,139.49447738943715,0.0
1.0,493.1356686700909,82.56641136262581,0.0,-23.35330774910029,139.47983014463352,0.0
1.0,493.0836881183646,82.8762723075268,0.0,-23.440949659246037,139.4651278243873,0.0
1.0,493.0315128660691,83.18610052764338,0.0,-23.528582313424987,139.450370434504,0.0
1.0,492.9791429338063,83.49589590063576,0.0,-23.61620567703424,139.4355579808107,0.0
1.0,492.92657834225525,83.8056583041772,0.0,-23.70381971547456,139.42069046915626,0.0
1.0,492.87381911217176,84.11538761595395,0.0,-23.791424394150393,139.40576790541138,0.0
1.0,492.82086526438854,84.42508371366533,0.0,-23.879019678469884,139.3907902954684,0.0
1.0,492.76771681981506,84.73474647502375,0.0,-23.96660553384488,139.37575764524144,0.0
1.0,492.71437379943774,85.04437577775484,0.0,-24.054181925690965,139.3606699606663,0.0
1.0,492.66083622431967,85.35397149959734,0.0,-24.141748819427434,139.34552724770063,0.0
1.0,492.6071041156009,85.66353351830334,0.0,-24.229306180477362,139.33032951232363,0.0
1.0,492.5531774944984,85.97306171163825,0.0,-24.316853974267577,139.31507676053639,0.0
1.0,492.49905638230564,86.28255595738075,0.0,-24.40439216622867,139.29976899836166,0.0
1.0,492.44474080039305,86.592016133323,0.0,-24.491920721795047,139.28440623184386,0.0
1.0,492.390230770208,86.90144211727056,0.0,-24.579439606404904,139.26898846704924,0.0
1.0,492.33552631327433,87.21083378704255,0.0,-24.666948785500264,139.25351571006567,0.0
1.0,492.2806274511929,87.52019102047159,0.0,-24.754448224526975,139.2379879670028,0.0
1.0,492.22553420564117,87.8295136954039,0.0,-24.841937888934737,139.22240524399191,0.0
1.0,492.1702465983735,88.13880168969938,0.0,-24.92941774417711,139.2067675471861,0.0
1.0,492.114764651221,88.4480548812316,0.0,-25.01688775571151,139.19107488276012,0.0
1.0,492.0590883860913,88.75727314788789,0.0,-25.104347888999275,139.17532725691038,0.0
1.0,492.003217824969,89.06645636756932,0.0,-25.19179810950561,139.15952467585504,0.0
1.0,491.94715298991525,89.37560441819086,0.0,-25.279238382699646,139.14366714583403,0.0
1.0,491.890893903068,89.68471717768134,0.0,-25.36666867405445,139.1277546731088,0.0
1.0,491.83444058664196,89.99379452398352,0.0,-25.454088949047016,139.11178726396267,0.0
1.0,491.7777930629284,90.30283633505417,0.0,-25.541499173158304,139.09576492470055,0.0
1.0,491.7209513542953,90.61184248886404,0.0,-25.62889931187324,139.07968766164907,0.0
1.0,491.6639154831875,90.92081286339804,0.0,-25.716289330680734,139.06355548115658,0.0
1.0,491.6066854721263,91.22974733665512,0.0,-25.803669195073685,139.0473683895931,0.0
1.0,491.5492613437096,91.53864578664847,0.0,-25.89103887054901,139.0311263933502,0.0
1.0,491.49164312061214,91.84750809140546,0.0,-25.97839832260764,139.01482949884138,0.0
1.0,491.43383082558535,92.15633412896777,0.0,-26.065747516754552,138.9984777125016,0.0
1.0,491.3758244814571,92.46512377739137,0.0,-26.153086418498766,138.98207104078762,0.0
1.0,491.3176241111318,92.77387691474664,0.0,-26.240414993353376,138.9656094901778,0.0
1.0,491.2592297375909,93.0825934191183,0.0,-26.327733206835543,138.94909306717224,0.0
1.0,491.20064138389205,93.39127316860562,0.0,-26.41504102446652,138.93252177829262,0.0
1.0,491.14185907316954,93.69991604132234,0.0,-26.502338411771678,138.91589563008236,0.0
1.0,491.08288282863447,94.00852191539677,0.0,-26.58962533428049,138.8992146291065,0.0
1.0,491.02371267357444,94.31709066897183,0.0,-26.676901757526572,138.88247878195176,0.0
1.0,490.96434863135335,94.6256221802051,0.0,-26.76416764704768,138.8656880952265,0.0
1.0,490.90479072541206,94.93411632726885,0.0,-26.851422968385737,138.84884257556075,0.0
1.0,490.84503897926766,95.2425729883501,0.0,-26.938667687086827,138.83194222960617,0.0
1.0,490.78509341651403,95.55099204165074,0.0,-27.02590176870123,138.81498706403613,0.0
1.0,490.7249540608214,95.8593733653874,0.0,-27.11312517878342,138.79797708554554,0.0
